id,title,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO1388717287,Receta De Salsa De Mandingas,free,https://servicio.mercadolibre.com.co/MCO-1388717287-receta-de-salsa-de-mandingas-_JM,classified,MCO,MCO9085,MCO-HOME_SERVICES,350000,1,False,2024-04-04T04:00:00.000Z,"{'address_line': 'Calle 56b #67b-43', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0JFTDg0Y2E', 'name': 'Bello'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.3411722, 'longitude': -75.572683}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1668934882,GOAD20240204145744
MCO1388740573,Cachorro Bulldog Francés Big Rope,free,https://servicio.mercadolibre.com.co/MCO-1388740573-cachorro-bulldog-frances-big-rope-_JM,classified,MCO,MCO155441,MCO-PET_SERVICES,7000000,1,False,2024-04-04T04:00:00.000Z,"{'address_line': 'calle 10 24', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlRFSjUzODEzNg', 'name': 'Tejares De San Fernando'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.4396194, 'longitude': -76.5457069}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,555711533,ANDRSMONCAYODAZ
MCO1388650271,Programa Completo De Ingles O Frances Academia Smart,free,https://servicio.mercadolibre.com.co/MCO-1388650271-programa-completo-de-ingles-o-frances-academia-smart-_JM,classified,MCO,MCO1566,MCO-COURSES_AND_CLASSES_SERVICES,3900000,1,False,2024-04-04T04:00:00.000Z,"{'address_line': 'Calle 42 g 87 6', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJPSTQwOTY3', 'name': 'Boitá'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6315076, 'longitude': -74.1717117}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1610566711,ROJU20231227135504
MCO2196726808,Maquina Rectificar Bruñidora,free,https://servicio.mercadolibre.com.co/MCO-2196726808-maquina-rectificar-brunidora-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,15000000,1,False,2024-04-04T04:00:00.000Z,"{'address_line': 'Calle 10 SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYQ2FtcG8gRG9zVFVOUFExUkpRamhrWm1F', 'name': 'Campo Dos'}, 'city': {'id': 'TUNPQ1RJQjhkZmE', 'name': 'Tibú'}, 'state': {'id': 'TUNPUE5PUnIxNDkyZg', 'name': 'Norte De Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 8.4903359, 'longitude': -72.6402134}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1014679158,RIVERALUIS20211108113927
MCO1388382753,Consultorio Odontología Pediatrica,free,https://servicio.mercadolibre.com.co/MCO-1388382753-consultorio-odontologia-pediatrica-_JM,classified,MCO,MCO155392,MCO-MEDICINE_AND_HEALTH_SERVICES,80000,1,False,2024-04-03T04:00:00.000Z,"{'address_line': 'Calle 11 #6-47, Neiva, Huila, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ05FSWQ2ZWQ5', 'name': 'Neiva'}, 'state': {'id': 'TUNPUEhVSWExNDVkMQ', 'name': 'Huila'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 2.9303614, 'longitude': -75.2883064}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,247591130,FELIOEHOYOS
MCO2195210460,Filtro Aceite Subaru 15208aa160 Original ,free,https://servicio.mercadolibre.com.co/MCO-2195210460-filtro-aceite-subaru-15208aa160-original-_JM,classified,MCO,MCO155464,MCO-OTHER_SERVICES,87000,1,False,2024-04-02T04:00:00.000Z,"{'address_line': 'Xxxxx SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNISTkxODg3', 'name': 'Chicó Norte'}, 'city': {'id': 'TUNPQ0NIQTk2OTI1', 'name': 'Chapinero'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,150755702,ANDRES J92
MCO1388174981,Hidrolavadora Annovi Reverberi Blitz81,free,https://servicio.mercadolibre.com.co/MCO-1388174981-hidrolavadora-annovi-reverberi-blitz81-_JM,classified,MCO,MCO92658,MCO-OTHER_SERVICES,2500000,1,False,2024-04-02T04:00:00.000Z,"{'address_line': 'Carrera Segunda #2 y 3-SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0FOWjI0NzAy', 'name': 'Anzoátegui'}, 'state': {'id': 'TUNPUFRPTGExNGZkNA', 'name': 'Tolima'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6322638, 'longitude': -75.093849}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,482311684,ANDRE23SALINAS
MCO1388132577,Fiestas Infantiles - Decoración - Recreacionistas,free,https://fiesta-evento.mercadolibre.com.co/MCO-1388132577-fiestas-infantiles-decoracion-recreacionistas-_JM,classified,MCO,MCO155488,MCO-CHILDREN_ENTERTAINMENT_SHOWS,800000,1,False,2024-04-02T04:00:00.000Z,"{'address_line': 'cl 35a sur  73d 25', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNJVTUxOTM1', 'name': 'Ciudad Kennedy'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6218817, 'longitude': -74.1477713}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1605201414,PEER20231221133415
MCO1387938207,Tambor Lateral Para Gorra ,free,https://servicio.mercadolibre.com.co/MCO-1387938207-tambor-lateral-para-gorra-_JM,classified,MCO,MCO92678,MCO-CLOTHES_AND_FASHION_SERVICES,1000000,1,False,2024-04-01T04:00:00.000Z,"{'address_line': 'Carrera 92 #38-2', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDMyMjUxNA', 'name': 'El Pozón'}, 'city': {'id': 'TUNPQ0NBUjcwNTYz', 'name': 'Cartagena De Indias'}, 'state': {'id': 'TUNPUEJPTHI1Mzlk', 'name': 'Bolívar'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 10.4040225, 'longitude': -75.4641375}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,139189055,JOANNAYALA
MCO2191711032,Nivel Láser Marca Bosch (original),free,https://servicio.mercadolibre.com.co/MCO-2191711032-nivel-laser-marca-bosch-original-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,400000,1,False,2024-04-01T04:00:00.000Z,"{'address_line': 'Calle 45bsur#81c-31 #SN-SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZJTDcxNTI2', 'name': 'Villa Nelly'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,429371529,GOED7467284
MCO2191655822,Se Vende Nintendo Swish,free,https://servicio.mercadolibre.com.co/MCO-2191655822-se-vende-nintendo-swish-_JM,classified,MCO,MCO92657,MCO-OTHER_SERVICES,950000,1,False,2024-04-01T04:00:00.000Z,"{'address_line': 'calle 24 28 09 3134601834', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1lPUDJhZWVl', 'name': 'Yopal'}, 'state': {'id': 'TUNPUENBU2U2OWIy', 'name': 'Casanare'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 5.348903, 'longitude': -72.400523}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1612464652,RAMI20231227135811
MCO1387810365,Carrito Para Canastas.,free,https://servicio.mercadolibre.com.co/MCO-1387810365-carrito-para-canastas-_JM,classified,MCO,MCO9085,MCO-HOME_SERVICES,80000,1,False,2024-04-01T04:00:00.000Z,"{'address_line': 'Calle 50 A sur #34-86', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkbBVDU4NDU3', 'name': 'Fátima'}, 'city': {'id': 'TUNPQ1RVTjE0ODY0', 'name': 'Tunjuelito'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5863137, 'longitude': -74.1359306}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1496888587,BAUTISTAWILSON20231002204547
MCO2187005370,Mini Pincher ,free,https://servicio.mercadolibre.com.co/MCO-2187005370-mini-pincher-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,900000,1,False,2024-03-31T04:00:00.000Z,"{'address_line': 'Calle 20 con 8va  3142345877', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1NPQ2RlODFi', 'name': 'Socorro'}, 'state': {'id': 'TUNPUFNBTnJlMjMw', 'name': 'Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.468665, 'longitude': -73.264041}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1324083735,GOMEZWILLINGTON20230305221207
MCO2184961256,Embutidora ,free,https://servicio.mercadolibre.com.co/MCO-2184961256-embutidora-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,550000,1,False,2024-03-30T04:00:00.000Z,"{'address_line': 'Carrera Cr 95 SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZBTDQzOTkwNg', 'name': 'Valle Del Lili'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.3742537, 'longitude': -76.5267645}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,493057275,BOCA7948905
MCO1386925519,Venta De Restaurante Café Bar,free,https://servicio.mercadolibre.com.co/MCO-1386925519-venta-de-restaurante-cafe-bar-_JM,classified,MCO,MCO92657,MCO-OTHER_SERVICES,33000000,1,False,2024-03-30T04:00:00.000Z,"{'address_line': 'Cra 8  #601 tercer piso', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1ZJTDIyZGM0', 'name': 'Villamaria'}, 'state': {'id': 'TUNPUENBTHNjODY4', 'name': 'Caldas'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 5.4452408, 'longitude': -74.6643045}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,431114755,GRANDVIVIANA2603
MCO2184371664,Pestañas Pelo A Pelo Domicilio Ibague,free,https://servicio.mercadolibre.com.co/MCO-2184371664-pestanas-pelo-a-pelo-domicilio-ibague-_JM,classified,MCO,MCO9029,MCO-BEAUTY_AND_PERSONAL_CARE,70000,1,False,2024-03-30T04:00:00.000Z,"{'address_line': 'Calle 95 #13-175 sur #SN-SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0lCQTI0NzNh', 'name': 'Ibagué'}, 'state': {'id': 'TUNPUFRPTGExNGZkNA', 'name': 'Tolima'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.4526908, 'longitude': -75.1808824}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,651426934,DICA9133080
