id,title,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,available_quantity,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO2159680466,Vendo Montaje De Panaderia ,free,https://servicio.mercadolibre.com.co/MCO-2159680466-vendo-montaje-de-panaderia-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,1,False,2024-03-18T04:00:00.000Z,"{'address_line': 'Carrera 32A SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjYyNjI0OQ', 'name': 'San Mateo'}, 'city': {'id': 'TUNPQ1NPQTZlMjkx', 'name': 'Soacha'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5797226, 'longitude': -74.1982724}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1627694100,GIRU20240106225416
MCO2159009522,Bienvenidos A Dm Tecnology ,free,https://servicio.mercadolibre.com.co/MCO-2159009522-bienvenidos-a-dm-tecnology-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,1,False,2024-03-17T04:00:00.000Z,"{'address_line': 'Calle 15 - carrera 7 12', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNFTjkyMjQyNA', 'name': 'Centro'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.4499662, 'longitude': -76.5313949}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,323827581,LUUISDUKE99
MCO1382414785,"Cuadros, Retratos, Paisajes, Esculturas, Tareas Escolares.",free,https://servicio.mercadolibre.com.co/MCO-1382414785-cuadros-retratos-paisajes-esculturas-tareas-escolares-_JM,classified,MCO,MCO9085,MCO-HOME_SERVICES,1,False,2024-03-17T04:00:00.000Z,"{'address_line': 'Carrera 44a #97-46', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFSQTYxNTUwOQ', 'name': 'Aranjuez'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2888142, 'longitude': -75.5515321}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,262460244,DAJU2214700
MCO2158684982,Banda Rock Y Pop Ochentas En Bogotá ,free,https://fiesta-evento.mercadolibre.com.co/MCO-2158684982-banda-rock-y-pop-ochentas-en-bogota-_JM,classified,MCO,MCO154833,MCO-MUSIC_SHOWS,1,False,2024-03-17T04:00:00.000Z,"{'address_line': 'Carrera 21 166 -70', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMMzA2NzE', 'name': 'El Toberín'}, 'city': {'id': 'TUNPQ1VTQTY3MTQ1', 'name': 'Usaquén'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7481179, 'longitude': -74.0441433}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1643329482,AVRI20240117120408
MCO2158604144,"Divisiones De Baño En Vidrio Templado, Acero Inoxidable ",free,https://servicio.mercadolibre.com.co/MCO-2158604144-divisiones-de-bano-en-vidrio-templado-acero-inoxidable-_JM,classified,MCO,MCO9085,MCO-HOME_SERVICES,1,False,2024-03-17T04:00:00.000Z,"{'address_line': '54a 80 i', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJSSTUxNTU4', 'name': 'Britalita'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6810082, 'longitude': -74.0912786}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1304711359,RODRIGUEZCRISTIAN2023020708252
MCO2158600538,Trabajos De Construcción Y Remodelación,free,https://profesional.mercadolibre.com.co/MCO-2158600538-trabajos-de-construccion-y-remodelacion-_JM,classified,MCO,MCO1894,MCO-OTHER_SERVICES,1,False,2024-03-17T04:00:00.000Z,"{'address_line': 'Calle 127d #54-37', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBSQTkxODI2', 'name': 'Prado Veraniego Norte'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7128711, 'longitude': -74.0653181}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1641076717,EMEIROZARANTE
MCO1382256557,Invitaciones Digitales- Diseño Personalizado De Invitaciones,free,https://fiesta-evento.mercadolibre.com.co/MCO-1382256557-invitaciones-digitales-diseno-personalizado-de-invitaciones-_JM,classified,MCO,MCO92643,MCO-OTHER_SERVICES,1,False,2024-03-17T04:00:00.000Z,"{'address_line': 'Calle  SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0ZVTjMxMDQy', 'name': 'Funza'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7176677, 'longitude': -74.2118741}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,450475776,DEAD7832776
MCO1382010613,Instalador Papel De Colgadura ,free,https://reparacion-instalacion.mercadolibre.com.co/MCO-1382010613-instalador-papel-de-colgadura-_JM,classified,MCO,MCO9019,MCO-OTHER_SERVICES,1,False,2024-03-16T04:00:00.000Z,"{'address_line': 'Transversal 123 #63f-26', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjgxMjQz', 'name': 'San Cristobal Norte'}, 'city': {'id': 'TUNPQ1VTQTY3MTQ1', 'name': 'Usaquén'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7138545, 'longitude': -74.1438988}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1188984052,QUIROGAMANUEL20220830121712
MCO2153934386,Pastor Shedlan  Aparezco En Facebook Como Tere García Gómez,free,https://servicio.mercadolibre.com.co/MCO-2153934386-pastor-shedlan-aparezco-en-facebook-como-tere-garcia-gomez-_JM,classified,MCO,MCO155441,MCO-PET_SERVICES,1,False,2024-03-15T04:00:00.000Z,"{'address_line': 'Carrera 149 #152-28', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMTTQwOTIy', 'name': 'Almendros Norte'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,217813635,MARTHATERESAGARCIAGOMEZ
MCO1381115629,Vendo Hermosa Ferretería Muy Bien Posicionada En Ibague.,free,https://servicio.mercadolibre.com.co/MCO-1381115629-vendo-hermosa-ferreteria-muy-bien-posicionada-en-ibague-_JM,classified,MCO,MCO9065,MCO-OTHER_SERVICES,1,False,2024-03-13T04:00:00.000Z,"{'address_line': 'calle 65, manzana 14, casa 14. 3008652655', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0lCQTI0NzNh', 'name': 'Ibagué'}, 'state': {'id': 'TUNPUFRPTGExNGZkNA', 'name': 'Tolima'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.4337312, 'longitude': -75.1988336}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,676131278,OSLU7260042
