id,title,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,available_quantity,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO2200288732,Organizamos Tu Flota ,free,https://servicio.mercadolibre.com.co/MCO-2200288732-organizamos-tu-flota-_JM,classified,MCO,MCO155464,MCO-OTHER_SERVICES,1,False,2024-04-05T04:00:00.000Z,"{'address_line': 'Bogotá DC, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNBTTIzNDgz', 'name': 'Campania'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7109886, 'longitude': -74.072092}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,276581035,DELOPEZG878
MCO1388051641,Películas - Series - Canales Tv Box,free,https://servicio.mercadolibre.com.co/MCO-1388051641-peliculas-series-canales-tv-box-_JM,classified,MCO,MCO9085,MCO-HOME_SERVICES,1,False,2024-04-02T04:00:00.000Z,"{'address_line': 'Bogotá ¿-La Caro, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk5BVjU0ODQ2', 'name': 'Chicó Navarra'}, 'city': {'id': 'TUNPQ1VTQTY3MTQ1', 'name': 'Usaquén'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7994345, 'longitude': -74.0381163}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1525505006,FLAMMALSHOP
MCO1387962199,Reparación De Mobiliario,free,https://reparacion-instalacion.mercadolibre.com.co/MCO-1387962199-reparacion-de-mobiliario-_JM,classified,MCO,MCO166613,MCO-INSTALLATION_AND_REPAIR_TECHNICAL_SERVICES,1,False,2024-04-01T04:00:00.000Z,"{'address_line': 'casa #68-45', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjI3ODc0', 'name': 'San Francisco'}, 'city': {'id': 'TUNPQ0NJVTQ0NjQx', 'name': 'Ciudad Bolívar'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5648693, 'longitude': -74.1460166}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,148916322,LEIDYNIÑO
MCO1387855985,Servicio De Alquiler De Internet Para Eventos Y Empresas,free,https://servicio.mercadolibre.com.co/MCO-1387855985-servicio-de-alquiler-de-internet-para-eventos-y-empresas-_JM,classified,MCO,MCO41707,MCO-OTHER_SERVICES,1,False,2024-04-01T04:00:00.000Z,"{'address_line': 'Carrera 70b #3 a 86, Kennedy, Bogotá, Cundinamarca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNFRDQ1MjM5Mw', 'name': 'Cedritos'}, 'city': {'id': 'TUNPQ0JPRzYwNjYwNA', 'name': 'Bogota'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6264672, 'longitude': -74.1320303}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,631683268,VALERIAFERREIRAMENDOZA
MCO1387820003,"Diagnostico, Mantenimiento Y Reparación De Motocicletas",free,https://servicio.mercadolibre.com.co/MCO-1387820003-diagnostico-mantenimiento-y-reparacion-de-motocicletas-_JM,classified,MCO,MCO155464,MCO-OTHER_SERVICES,1,False,2024-04-01T04:00:00.000Z,"{'address_line': 'Carrera 12D #27-20, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkdVUzI5Njc1Mg', 'name': 'Gustavo Restrepo'}, 'city': {'id': 'TUNPQ1JBRjkyNTA2', 'name': 'Rafael Uribe Uribe'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.575757, 'longitude': -74.1026163}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,320656423,ANMI3791886
MCO2188128670,Mecanizados Y Máquinados En Medellín ,free,https://reparacion-instalacion.mercadolibre.com.co/MCO-2188128670-mecanizados-y-maquinados-en-medellin-_JM,classified,MCO,MCO9019,MCO-OTHER_SERVICES,1,False,2024-03-31T04:00:00.000Z,"{'address_line': 'cra 65 #96-91', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNBUzM5Njk5Mg', 'name': 'Castilla'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6303728, 'longitude': -74.1180909}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,247246429,JULIANG1007
MCO2188045512,Masajes Relajantes A Domicilio ,free,https://servicio.mercadolibre.com.co/MCO-2188045512-masajes-relajantes-a-domicilio-_JM,classified,MCO,MCO9021,MCO-BEAUTY_AND_PERSONAL_CARE,1,False,2024-03-31T04:00:00.000Z,"{'address_line': '65 10', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNIQTEzODg5', 'name': 'Chapinero Central'}, 'city': {'id': 'TUNPQ0NIQTk2OTI1', 'name': 'Chapinero'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.645837, 'longitude': -74.0630587}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1663587034,CAPA20240131194734
MCO1387488033,Alquiler De Mobiliarios Para Fiestas En Facatativá ,free,https://fiesta-evento.mercadolibre.com.co/MCO-1387488033-alquiler-de-mobiliarios-para-fiestas-en-facatativa-_JM,classified,MCO,MCO118387,MCO-OTHER_SERVICES,1,False,2024-03-31T04:00:00.000Z,"{'address_line': 'Calle 5b 4b 12 sur', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0ZBQzZlZjNl', 'name': 'Facatativá'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.8028974, 'longitude': -74.3448295}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,236099124,DARLINRIASCOS
MCO1387419449,Licencias De Conducción,free,https://servicio.mercadolibre.com.co/MCO-1387419449-licencias-de-conduccion-_JM,classified,MCO,MCO1896,MCO-COURSES_AND_CLASSES_SERVICES,1,False,2024-03-31T04:00:00.000Z,"{'address_line': 'Transversal  33# 48b 02 sur', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNVTjU4ODk4', 'name': 'Cundinamarca'}, 'city': {'id': 'TUNPQ1BVRTg0NTU0', 'name': 'Puente Aranda'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5714169, 'longitude': -74.1491349}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1662791220,DEGE20240131115304
MCO1386950643,Página Web Informativa Diseño Hosting Dominio Email,free,https://profesional.mercadolibre.com.co/MCO-1386950643-pagina-web-informativa-diseno-hosting-dominio-email-_JM,classified,MCO,MCO155403,MCO-OTHER_SERVICES,1,False,2024-03-30T04:00:00.000Z,"{'address_line': 'Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJPQzQ1Njc3', 'name': 'Bochica'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6241373, 'longitude': -74.0993246}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,611961515,AGREDACONSULTINGSASAGREDACO
