id,title,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO1379817943,Domicilio De Uñas Acrilicas,free,https://servicio.mercadolibre.com.co/MCO-1379817943-domicilio-de-unas-acrilicas-_JM,classified,MCO,MCO9022,MCO-BEAUTY_AND_PERSONAL_CARE,130000.0,1,False,2024-03-10T04:00:00.000Z,"{'address_line': 'Carrera 79b #16f-13', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBRjYzNzEzNg', 'name': 'La Felicidad'}, 'city': {'id': 'TUNPQ0ZPTjcyNzAz', 'name': 'Fontibón'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6534448, 'longitude': -74.1321269}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,200163771,LEIDYDAYANAGONZLEZCASTRO
MCO1379854337, Pie De Rey 150 Mm Mitutoyo ,free,https://reparacion-instalacion.mercadolibre.com.co/MCO-1379854337-pie-de-rey-150-mm-mitutoyo-_JM,classified,MCO,MCO9019,MCO-OTHER_SERVICES,300000.0,1,False,2024-03-10T04:00:00.000Z,"{'address_line': 'Calle 30  SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlJPQjkyODY1NQ', 'name': 'Robledo'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2314769, 'longitude': -75.5892246}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,579315972,DUVERNEYGUERREROVELASQUEZ
MCO1379631321,Decoración De Matrimonios,free,https://fiesta-evento.mercadolibre.com.co/MCO-1379631321-decoracion-de-matrimonios-_JM,classified,MCO,MCO118410,MCO-PARTIES_AND_EVENTS_SERVICES,500000.0,1,False,2024-03-10T04:00:00.000Z,"{'address_line': '33 SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUzQ0NTQyNA', 'name': 'El Salvador'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2295278, 'longitude': -75.561462}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,390999647,MULU5458805
MCO2142754174,Se Vende Papelería Miscelánea ,free,https://servicio.mercadolibre.com.co/MCO-2142754174-se-vende-papeleria-miscelanea-_JM,classified,MCO,MCO9065,MCO-OTHER_SERVICES,22000000.0,1,False,2024-03-10T04:00:00.000Z,"{'address_line': 'calle 19b #15e-03', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01PUzRiMGY3', 'name': 'Mosquera'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7060175, 'longitude': -74.2149786}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,98715733,ADRUROCKER
MCO2140891206,Hidrolavadora Eléctrica Truper Hila-1500 Psi 1.9 Hp 1400w Co,free,https://servicio.mercadolibre.com.co/MCO-2140891206-hidrolavadora-electrica-truper-hila-1500-psi-19-hp-1400w-co-_JM,classified,MCO,MCO154947,MCO-OTHER_SERVICES,346000.0,1,False,2024-03-09T04:00:00.000Z,"{'address_line': 'Trasbersal 14 p Bis A 68-63 sur', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBODQzNDI', 'name': 'La Aurora'}, 'city': {'id': 'TUNPQ1VTTTI0MjE0', 'name': 'Usme'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.570868, 'longitude': -74.297333}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,114214539,JONATHANMORENODUQUE
MCO1379169849,Buceo Y Paseos En Lancha Al Parque Tayrona,free,https://servicio.mercadolibre.com.co/MCO-1379169849-buceo-y-paseos-en-lancha-al-parque-tayrona-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,300000.0,1,False,2024-03-08T04:00:00.000Z,"{'address_line': 'Parque de los Novios, Cl. 20 Local 2, Comuna 2, Santa Marta, Magdalena 3-17', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1NBTjJlNzY0', 'name': 'Santa Marta (Distrito Turistico Cultural E Historico)'}, 'state': {'id': 'TUNPUE1BR2FiZjQ0', 'name': 'Magdalena'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 11.2421923, 'longitude': -74.2132798}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,705445543,ANDRESFELIPEVALENCIABARDENHE
MCO2139294564,Hermosas Mascotas Info 3108796110,free,https://servicio.mercadolibre.com.co/MCO-2139294564-hermosas-mascotas-info-3108796110-_JM,classified,MCO,MCO9115,MCO-OTHER_SERVICES,650000.0,1,False,2024-03-08T04:00:00.000Z,"{'address_line': 'Kilómetro 74 #3108796110-3108796110', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0xBWmU3NzRm', 'name': 'La Unión'}, 'state': {'id': 'TUNPUE5BUm8xYzk4', 'name': 'Nariño'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 0.8747008, 'longitude': -77.80998}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,1171113970,BRAVOALEX20220801134731
MCO1379175577,Cachorritos Golden Retriever ,free,https://servicio.mercadolibre.com.co/MCO-1379175577-cachorritos-golden-retriever-_JM,classified,MCO,MCO155441,MCO-PET_SERVICES,750000.0,1,False,2024-03-08T04:00:00.000Z,"{'address_line': '26 sur #93 73', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNBTDU4NTk5', 'name': 'Calandaima'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6467838, 'longitude': -74.1674499}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,143242074,JESUSROJASBERNAL
MCO1379123089,"Food Truck,tiene Tres Camaras Dvr De 1twifi Portátil,",free,https://servicio.mercadolibre.com.co/MCO-1379123089-food-trucktiene-tres-camaras-dvr-de-1twifi-portatil-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,5500000.0,1,False,2024-03-08T04:00:00.000Z,"{'address_line': 'Ak 50 # 29 -23 3144037978', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNJVTI1NTc4', 'name': 'Ciudad Montes'}, 'city': {'id': 'TUNPQ1BVRTg0NTU0', 'name': 'Puente Aranda'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6017163, 'longitude': -74.1221659}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,209340235,CABR8524287
MCO1379080049,Robusmayo Café Robusta Amazonico Del Putumayo ,free,https://servicio.mercadolibre.com.co/MCO-1379080049-robusmayo-cafe-robusta-amazonico-del-putumayo-_JM,classified,MCO,MCO9016,MCO-OTHER_SERVICES,22000.0,1,False,2024-03-08T04:00:00.000Z,"{'address_line': 'Carrera 34 Calle 1616 #SN-SN', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1BVRWNkNzNi', 'name': 'Puerto Asís'}, 'state': {'id': 'TUNPUFBVVG8xODQzMA', 'name': 'Putumayo'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 0.4955574, 'longitude': -76.4925842}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,303871799,WILMERELIECERLONDOOYELA
