id,title,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO1759641758,Acarreos Pequeños. Trasporte  De Mercancía,gold_premium,https://servicio.mercadolibre.com.co/MCO-1759641758-acarreos-pequenos-trasporte-de-mercancia-_JM,classified,MCO,MCO155427,MCO-TRANSPORT_SERVICES,,1,False,2024-03-10T13:45:22.978Z,"{'address_line': 'CALLE 119 A No 57-60 57-60', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBRzExMDI1', 'name': 'Lagos de Córdoba'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7051284, 'longitude': -74.0691059}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,259706016,JAIMEPEREZGALINDO
MCO1344333563,"Trabajos Urgentes De Estadística Spss, R, R Studio, Stata",gold_premium,https://servicio.mercadolibre.com.co/MCO-1344333563-trabajos-urgentes-de-estadistica-spss-r-r-studio-stata-_JM,classified,MCO,MCO9003,MCO-COURSES_AND_CLASSES_SERVICES,,1,False,2024-03-31T07:08:50.000Z,"{'address_line': '24 12', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk1PRDk5OTgy', 'name': 'Modelia'}, 'city': {'id': 'TUNPQ0ZPTjcyNzAz', 'name': 'Fontibón'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6810082, 'longitude': -74.0912786}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,,not_specified,[],,,218671543,ASESORIAESTADISTICACOL
MCO2131931360,Alquiler Cama Hospitalaria Electrica,gold_premium,https://servicio.mercadolibre.com.co/MCO-2131931360-alquiler-cama-hospitalaria-electrica-_JM,classified,MCO,MCO155392,MCO-MEDICINE_AND_HEALTH_SERVICES,,1,False,2024-07-02T16:30:50.089Z,"{'address_line': 'Cra. 66 #23 - 46, Teusaquillo, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNJVTE4MjY5', 'name': 'Ciudad Salitre Nor-Oriental'}, 'city': {'id': 'TUNPQ1RFVTY1OTk1', 'name': 'Teusaquillo'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6474371, 'longitude': -74.1063693}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,not_specified,not_specified,[],,,67604577,COLCAMAS
MCO1998542532,Cursos Y Licencias De Conducción Bogota Carro Y Moto,gold_premium,https://servicio.mercadolibre.com.co/MCO-1998542532-cursos-y-licencias-de-conduccion-bogota-carro-y-moto-_JM,classified,MCO,MCO155435,MCO-COURSES_AND_CLASSES_SERVICES,,1,False,2024-04-30T09:08:08.000Z,"{'address_line': 'clle 19 N 8 48 401', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBODI1MDc', 'name': 'La Capuchina'}, 'city': {'id': 'TUNPQ1NBTjkyOTU1', 'name': 'Santa Fe'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.606182, 'longitude': -74.0726342}","{'contact': 'Lyda Yovana Galeano', 'other_info': 'calle 19 No.8 - 48 oficina 404', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,not_specified,not_specified,[],,,244794019,GATA7996239
MCO2145569602,"Profesor Matemática, Física, Química, Trabajos, Taller",gold,https://servicio.mercadolibre.com.co/MCO-2145569602-profesor-matematica-fisica-quimica-trabajos-taller-_JM,classified,MCO,MCO9003,MCO-COURSES_AND_CLASSES_SERVICES,,1,False,2024-04-10T04:00:43.400Z,"{'address_line': '60 22a-10', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjIzMDE3', 'name': 'San Luis'}, 'city': {'id': 'TUNPQ1RFVTY1OTk1', 'name': 'Teusaquillo'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6810082, 'longitude': -74.0912786}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,not_specified,not_specified,[],,,314195579,SACL4578790
MCO1340450695,Se Hacen Asesorías De Trabajos De Matemáticas Financieras,gold_premium,https://servicio.mercadolibre.com.co/MCO-1340450695-se-hacen-asesorias-de-trabajos-de-matematicas-financieras-_JM,classified,MCO,MCO9003,MCO-COURSES_AND_CLASSES_SERVICES,,1,False,2024-03-19T04:00:37.000Z,"{'address_line': '63 30', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNBTTc5MzE4', 'name': 'Campín'}, 'city': {'id': 'TUNPQ1RFVTY1OTk1', 'name': 'Teusaquillo'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6810082, 'longitude': -74.0912786}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,not_specified,not_specified,[],,,24887176,MATEMÁTICAS FINANCIERAS
MCO1338192829,Acarreos Y Mudanzas De Mucho Cuidado,gold_premium,https://servicio.mercadolibre.com.co/MCO-1338192829-acarreos-y-mudanzas-de-mucho-cuidado-_JM,classified,MCO,MCO155427,MCO-TRANSPORT_SERVICES,,1,False,2024-03-12T04:00:56.012Z,"{'address_line': 'calle 68a # 68f-17 3134029519', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMQzcwOTM3', 'name': 'Alcazares Norte'}, 'city': {'id': 'TUNPQ0JBUjEyNTcx', 'name': 'Barrios Unidos'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6767803, 'longitude': -74.0901664}","{'contact': 'CARLOS ALFONSO', 'other_info': '1605418176', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,not_specified,not_specified,[],,,180936918,CARLOSALFONSOCORTES
MCO2131019418,Preste Servicio De Lavado De Muebles Con Súper Máquinas !!!,gold_premium,https://servicio.mercadolibre.com.co/MCO-2131019418-preste-servicio-de-lavado-de-muebles-con-super-maquinas--_JM,classified,MCO,MCO9085,MCO-HOME_SERVICES,,1,False,2024-07-02T04:19:12.318Z,"{'address_line': 'Carrera 29 9678', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNFQzI1MjAwMQ', 'name': 'Diamante II'}, 'city': {'id': 'TUNPQ0JVQzkzMTE4', 'name': 'Bucaramanga'}, 'state': {'id': 'TUNPUFNBTnJlMjMw', 'name': 'Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 7.1203067, 'longitude': -73.1132305}","{'contact': '', 'other_info': 'Colombia', 'webpage': 'www.limpux.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,not_specified,not_specified,[],,,77382151,IEOPFM
MCO2172868826,"Trabajos De Estadística Toda Colombia,r, R Studio,spss,stata",gold_premium,https://servicio.mercadolibre.com.co/MCO-2172868826-trabajos-de-estadistica-toda-colombiar-r-studiospssstata-_JM,classified,MCO,MCO9003,MCO-COURSES_AND_CLASSES_SERVICES,,1,False,2024-07-22T04:05:00.508Z,"{'address_line': '12 20', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNIQTY0MzE5', 'name': 'Chapinero Alto'}, 'city': {'id': 'TUNPQ0NIQTk2OTI1', 'name': 'Chapinero'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6345839, 'longitude': -74.0615901}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,not_specified,not_specified,[],,,218671543,ASESORIAESTADISTICACOL
MCO1343561715,Lectura De Tarot Vía Whatsapp +57 3196586213,gold_premium,https://servicio.mercadolibre.com.co/MCO-1343561715-lectura-de-tarot-via-whatsapp-57-3196586213-_JM,classified,MCO,MCO155476,MCO-OTHER_SERVICES,,1,False,2024-03-27T04:01:30.853Z,"{'address_line': 'calle 28 c  40-25', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk9CUjgzMjc0Mw', 'name': 'Obrero'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.45074, 'longitude': -76.51935}","{'contact': '+573196586213', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1540,False,False,not_specified,not_specified,[],,,594565907,CARMENJULIAGALLEGOMONROY
